,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
876,20,Stayed,Travel_Rarely,654,Sales,21,Bachelor's degree,Marketing,1,1226,Great,Male,43,Excellent,1,Sales Representative,Excellent,Single,2678,5050,1,Y,No,17,Great,Excellent,80,0,2,2,Great,2,1,2,2
877,46,Stayed,Travel_Rarely,150,Research & Development,2,Master's degree,Technical Degree,1,1228,Excellent,Male,60,Great,2,Manufacturing Director,Excellent,Divorced,7379,17433,2,Y,No,11,Great,Great,80,1,12,3,Good,6,3,1,4
878,42,Stayed,Non-Travel,179,Human Resources,2,PhD,Medical,1,1231,Excellent,Male,79,Excellent,2,Human Resources,Low,Married,6272,12858,7,Y,No,16,Great,Low,80,1,10,3,Excellent,4,3,0,3
879,60,Stayed,Travel_Rarely,696,Sales,7,Master's degree,Marketing,1,1233,Good,Male,52,Excellent,2,Sales Executive,Excellent,Divorced,5220,10893,0,Y,Yes,18,Great,Good,80,1,12,3,Great,11,7,1,9
880,32,Stayed,Travel_Frequently,116,Research & Development,13,Bachelor's degree,Other,1,1234,Great,Female,77,Good,1,Laboratory Technician,Good,Married,2743,7331,1,Y,No,20,Excellent,Great,80,1,2,2,Great,2,2,2,2
881,32,Stayed,Travel_Frequently,1316,Research & Development,2,College,Life Sciences,1,1235,Excellent,Female,38,Great,2,Research Scientist,Great,Single,4998,2338,4,Y,Yes,14,Great,Excellent,80,0,10,2,Great,8,7,0,7
882,36,Stayed,Travel_Rarely,363,Research & Development,1,Bachelor's degree,Technical Degree,1,1237,Great,Female,77,Low,3,Manufacturing Director,Low,Divorced,10252,4235,2,Y,Yes,21,Excellent,Great,80,1,17,2,Great,7,7,7,7
883,33,Stayed,Travel_Rarely,117,Research & Development,9,Bachelor's degree,Medical,1,1238,Low,Male,60,Great,1,Research Scientist,Excellent,Married,2781,6311,0,Y,No,13,Great,Good,80,1,15,5,Great,14,10,4,10
884,40,Stayed,Travel_Rarely,107,Sales,10,Bachelor's degree,Technical Degree,1,1239,Good,Female,84,Good,2,Sales Executive,Good,Divorced,6852,11591,7,Y,No,12,Great,Good,80,1,7,2,Excellent,5,1,1,3
885,25,Stayed,Travel_Rarely,1356,Sales,10,Master's degree,Life Sciences,1,1240,Great,Male,57,Great,2,Sales Executive,Excellent,Single,4950,20623,0,Y,No,14,Great,Good,80,0,5,4,Great,4,3,1,1
886,30,Stayed,Travel_Rarely,1465,Research & Development,1,Bachelor's degree,Medical,1,1241,Excellent,Male,63,Great,1,Research Scientist,Good,Married,3579,9369,0,Y,Yes,21,Excellent,Low,80,1,12,2,Great,11,9,5,7
887,42,Stayed,Travel_Frequently,458,Research & Development,26,PhD,Medical,1,1242,Low,Female,60,Great,3,Research Director,Low,Married,13191,23281,3,Y,Yes,17,Great,Great,80,0,20,6,Great,1,0,0,0
888,35,Stayed,Non-Travel,1212,Sales,8,College,Marketing,1,1243,Great,Female,78,Good,3,Sales Executive,Excellent,Married,10377,13755,4,Y,Yes,11,Great,Good,80,1,16,6,Good,13,2,4,12
889,27,Stayed,Travel_Rarely,1103,Research & Development,14,Bachelor's degree,Life Sciences,1,1244,Low,Male,42,Great,1,Research Scientist,Low,Married,2235,14377,1,Y,Yes,14,Great,Excellent,80,2,9,3,Good,9,7,6,8
890,54,Stayed,Travel_Frequently,966,Research & Development,1,Master's degree,Life Sciences,1,1245,Excellent,Female,53,Great,3,Manufacturing Director,Great,Divorced,10502,9659,7,Y,No,17,Great,Low,80,1,33,2,Low,5,4,1,4
891,44,Stayed,Travel_Rarely,1117,Research & Development,2,Below College,Life Sciences,1,1246,Low,Female,72,Excellent,1,Research Scientist,Excellent,Married,2011,19982,1,Y,No,13,Great,Excellent,80,1,10,5,Great,10,5,7,7
892,19,Churned,Non-Travel,504,Research & Development,10,Bachelor's degree,Medical,1,1248,Low,Female,96,Good,1,Research Scientist,Good,Single,1859,6148,1,Y,Yes,25,Excellent,Good,80,0,1,2,Excellent,1,1,0,0
893,29,Stayed,Travel_Rarely,1010,Research & Development,1,Bachelor's degree,Life Sciences,1,1249,Low,Female,97,Great,1,Research Scientist,Excellent,Divorced,3760,5598,1,Y,No,15,Great,Low,80,3,3,5,Great,3,2,1,2
894,54,Stayed,Travel_Rarely,685,Research & Development,3,Bachelor's degree,Life Sciences,1,1250,Excellent,Male,85,Great,4,Research Director,Excellent,Married,17779,23474,3,Y,No,14,Great,Low,80,0,36,2,Great,10,9,0,9
895,31,Stayed,Travel_Rarely,1332,Research & Development,11,College,Medical,1,1251,Great,Male,80,Great,2,Healthcare Representative,Low,Married,6833,17089,1,Y,Yes,12,Great,Excellent,80,0,6,2,Good,6,5,0,1
896,31,Stayed,Travel_Rarely,1062,Research & Development,24,Bachelor's degree,Medical,1,1252,Great,Female,96,Good,2,Healthcare Representative,Low,Single,6812,17198,1,Y,No,19,Great,Good,80,0,10,2,Great,10,9,1,8
897,59,Stayed,Travel_Rarely,326,Sales,3,Bachelor's degree,Life Sciences,1,1254,Great,Female,48,Good,2,Sales Executive,Excellent,Single,5171,16490,5,Y,No,17,Great,Excellent,80,0,13,2,Great,6,1,0,5
898,43,Stayed,Travel_Rarely,920,Research & Development,3,Bachelor's degree,Life Sciences,1,1255,Great,Male,96,Low,5,Research Director,Excellent,Married,19740,18625,3,Y,No,14,Great,Good,80,1,25,2,Great,8,7,0,7
899,49,Stayed,Travel_Rarely,1098,Research & Development,4,College,Medical,1,1256,Low,Male,85,Good,5,Manager,Great,Married,18711,12124,2,Y,No,13,Great,Great,80,1,23,2,Excellent,1,0,0,0
900,36,Stayed,Travel_Frequently,469,Research & Development,3,Bachelor's degree,Technical Degree,1,1257,Great,Male,46,Great,1,Research Scientist,Good,Married,3692,9256,1,Y,No,12,Great,Great,80,0,12,2,Good,11,10,0,7
901,48,Stayed,Travel_Rarely,969,Research & Development,2,College,Technical Degree,1,1258,Excellent,Male,76,Excellent,1,Laboratory Technician,Good,Single,2559,16620,5,Y,No,11,Great,Great,80,0,7,4,Good,1,0,0,0
902,27,Stayed,Travel_Rarely,1167,Research & Development,4,College,Life Sciences,1,1259,Low,Male,76,Great,1,Research Scientist,Great,Divorced,2517,3208,1,Y,No,11,Great,Good,80,3,5,2,Great,5,3,0,3
903,29,Stayed,Travel_Rarely,1329,Research & Development,7,Bachelor's degree,Life Sciences,1,1260,Great,Male,82,Great,2,Healthcare Representative,Excellent,Divorced,6623,4204,1,Y,Yes,11,Great,Good,80,2,6,2,Great,6,0,1,0
904,48,Stayed,Travel_Rarely,715,Research & Development,1,Bachelor's degree,Life Sciences,1,1263,Excellent,Male,76,Good,5,Research Director,Excellent,Single,18265,8733,6,Y,No,12,Great,Great,80,0,25,3,Excellent,1,0,0,0
905,29,Stayed,Travel_Rarely,694,Research & Development,1,Bachelor's degree,Life Sciences,1,1264,Excellent,Female,87,Good,4,Research Director,Excellent,Divorced,16124,3423,3,Y,No,14,Great,Good,80,2,9,2,Good,7,7,1,7
906,34,Stayed,Travel_Rarely,1320,Research & Development,20,Bachelor's degree,Technical Degree,1,1265,Great,Female,89,Excellent,1,Research Scientist,Great,Married,2585,21643,0,Y,No,17,Great,Excellent,80,0,2,5,Good,1,0,0,0
907,44,Stayed,Travel_Rarely,1099,Sales,5,Bachelor's degree,Marketing,1,1267,Good,Male,88,Great,5,Manager,Good,Married,18213,8751,7,Y,No,11,Great,Great,80,1,26,5,Great,22,9,3,10
908,33,Stayed,Travel_Rarely,536,Sales,10,PhD,Marketing,1,1268,Excellent,Male,82,Excellent,3,Sales Executive,Great,Divorced,8380,21708,0,Y,Yes,14,Great,Excellent,80,2,10,3,Great,9,8,0,8
909,19,Stayed,Travel_Rarely,265,Research & Development,25,Bachelor's degree,Life Sciences,1,1269,Good,Female,57,Excellent,1,Research Scientist,Excellent,Single,2994,21221,1,Y,Yes,12,Great,Excellent,80,0,1,2,Great,1,0,0,1
910,23,Stayed,Travel_Rarely,373,Research & Development,1,College,Life Sciences,1,1270,Excellent,Male,47,Great,1,Research Scientist,Great,Married,1223,16901,1,Y,No,22,Excellent,Excellent,80,1,1,2,Great,1,0,0,1
911,25,Churned,Travel_Frequently,599,Sales,24,Below College,Life Sciences,1,1273,Great,Male,73,Low,1,Sales Representative,Excellent,Single,1118,8040,1,Y,Yes,14,Great,Excellent,80,0,1,4,Great,1,0,1,0
912,26,Stayed,Travel_Rarely,583,Research & Development,4,College,Life Sciences,1,1275,Great,Male,53,Great,1,Research Scientist,Excellent,Single,2875,9973,1,Y,Yes,20,Excellent,Good,80,0,8,2,Good,8,5,2,2
913,45,Churned,Travel_Rarely,1449,Sales,2,Bachelor's degree,Marketing,1,1277,Low,Female,94,Low,5,Manager,Good,Single,18824,2493,2,Y,Yes,16,Great,Low,80,0,26,2,Great,24,10,1,11
914,55,Stayed,Non-Travel,177,Research & Development,8,Below College,Medical,1,1278,Excellent,Male,37,Good,4,Healthcare Representative,Good,Divorced,13577,25592,1,Y,Yes,15,Great,Excellent,80,1,34,3,Great,33,9,15,0
915,21,Churned,Travel_Frequently,251,Research & Development,10,College,Life Sciences,1,1279,Low,Female,45,Good,1,Laboratory Technician,Great,Single,2625,25308,1,Y,No,20,Excellent,Great,80,0,2,2,Low,2,2,2,2
916,46,Stayed,Travel_Rarely,168,Sales,4,College,Marketing,1,1280,Excellent,Female,33,Good,5,Manager,Good,Married,18789,9946,2,Y,No,14,Great,Great,80,1,26,2,Great,11,4,0,8
917,34,Stayed,Travel_Rarely,131,Sales,2,Bachelor's degree,Marketing,1,1281,Great,Female,86,Great,2,Sales Executive,Low,Single,4538,6039,0,Y,Yes,12,Great,Excellent,80,0,4,3,Great,3,2,0,2
918,51,Stayed,Travel_Frequently,237,Sales,9,Bachelor's degree,Life Sciences,1,1282,Excellent,Male,83,Great,5,Manager,Good,Divorced,19847,19196,4,Y,Yes,24,Excellent,Low,80,1,31,5,Good,29,10,11,10
919,59,Stayed,Travel_Rarely,1429,Research & Development,18,Master's degree,Medical,1,1283,Excellent,Male,67,Great,3,Manufacturing Director,Excellent,Single,10512,20002,6,Y,No,12,Great,Excellent,80,0,25,6,Good,9,7,5,4
920,34,Stayed,Travel_Frequently,135,Research & Development,19,Bachelor's degree,Medical,1,1285,Great,Female,46,Great,2,Laboratory Technician,Good,Divorced,4444,22534,4,Y,No,13,Great,Great,80,2,15,2,Excellent,11,8,5,10
921,28,Stayed,Travel_Frequently,791,Research & Development,1,Master's degree,Medical,1,1286,Excellent,Male,44,Great,1,Laboratory Technician,Great,Single,2154,6842,0,Y,Yes,11,Great,Great,80,0,5,2,Good,4,2,0,2
922,44,Stayed,Travel_Rarely,1199,Research & Development,4,College,Life Sciences,1,1288,Great,Male,92,Excellent,5,Manager,Low,Divorced,19190,17477,1,Y,No,14,Great,Excellent,80,2,26,4,Good,25,9,14,13
923,34,Stayed,Travel_Frequently,648,Human Resources,11,Bachelor's degree,Life Sciences,1,1289,Great,Male,56,Good,2,Human Resources,Good,Married,4490,21833,4,Y,No,11,Great,Excellent,80,2,14,5,Excellent,10,9,1,8
924,35,Stayed,Travel_Rarely,735,Research & Development,6,Below College,Life Sciences,1,1291,Great,Male,66,Great,1,Research Scientist,Great,Married,3506,6020,0,Y,Yes,14,Great,Excellent,80,0,4,3,Great,3,2,2,2
925,42,Stayed,Travel_Rarely,603,Research & Development,7,Master's degree,Medical,1,1292,Good,Female,78,Excellent,2,Research Scientist,Good,Married,2372,5628,6,Y,Yes,16,Great,Excellent,80,0,18,2,Great,1,0,0,0
926,43,Stayed,Travel_Rarely,531,Sales,4,Master's degree,Marketing,1,1293,Excellent,Female,56,Good,3,Sales Executive,Excellent,Single,10231,20364,3,Y,No,14,Great,Excellent,80,0,23,3,Excellent,21,7,15,17
927,36,Stayed,Travel_Rarely,429,Research & Development,2,Master's degree,Life Sciences,1,1294,Great,Female,53,Great,2,Manufacturing Director,Good,Single,5410,2323,9,Y,Yes,11,Great,Excellent,80,0,18,2,Great,16,14,5,12
928,44,Churned,Travel_Rarely,621,Research & Development,15,Bachelor's degree,Medical,1,1295,Low,Female,73,Great,3,Healthcare Representative,Excellent,Married,7978,14075,1,Y,No,11,Great,Excellent,80,1,10,2,Great,10,7,0,5
929,28,Stayed,Travel_Frequently,193,Research & Development,2,Bachelor's degree,Life Sciences,1,1296,Excellent,Male,52,Good,1,Laboratory Technician,Excellent,Married,3867,14222,1,Y,Yes,12,Great,Good,80,1,2,2,Great,2,2,2,2
930,51,Stayed,Travel_Frequently,968,Research & Development,6,College,Medical,1,1297,Good,Female,40,Good,1,Laboratory Technician,Great,Single,2838,4257,0,Y,No,14,Great,Good,80,0,8,6,Good,7,0,7,7
931,30,Stayed,Non-Travel,879,Research & Development,9,College,Medical,1,1298,Great,Female,72,Great,2,Manufacturing Director,Great,Single,4695,12858,7,Y,Yes,18,Great,Great,80,0,10,3,Great,8,4,1,7
932,29,Churned,Travel_Rarely,806,Research & Development,7,Bachelor's degree,Technical Degree,1,1299,Good,Female,39,Great,1,Laboratory Technician,Great,Divorced,3339,17285,3,Y,Yes,13,Great,Low,80,2,10,2,Great,7,7,7,7
933,28,Stayed,Travel_Rarely,640,Research & Development,1,Bachelor's degree,Technical Degree,1,1301,Excellent,Male,84,Great,1,Research Scientist,Low,Single,2080,4732,2,Y,No,11,Great,Good,80,0,5,2,Good,3,2,1,2
934,25,Stayed,Travel_Rarely,266,Research & Development,1,Bachelor's degree,Medical,1,1303,Excellent,Female,40,Great,1,Research Scientist,Good,Single,2096,18830,1,Y,No,18,Great,Excellent,80,0,2,3,Good,2,2,2,1
935,32,Stayed,Travel_Rarely,604,Sales,8,Bachelor's degree,Medical,1,1304,Great,Male,56,Excellent,2,Sales Executive,Excellent,Married,6209,11693,1,Y,No,15,Great,Great,80,2,10,4,Excellent,10,7,0,8
936,45,Stayed,Travel_Frequently,364,Research & Development,25,Bachelor's degree,Medical,1,1306,Good,Female,83,Great,5,Manager,Good,Single,18061,13035,3,Y,No,22,Excellent,Great,80,0,22,4,Great,0,0,0,0
937,39,Stayed,Travel_Rarely,412,Research & Development,13,Master's degree,Medical,1,1307,Great,Female,94,Good,4,Manager,Good,Divorced,17123,17334,6,Y,Yes,13,Great,Excellent,80,2,21,4,Great,19,9,15,2
938,58,Stayed,Travel_Rarely,848,Research & Development,23,Master's degree,Life Sciences,1,1308,Low,Male,88,Great,1,Research Scientist,Great,Divorced,2372,26076,1,Y,No,12,Great,Excellent,80,2,2,3,Great,2,2,2,2
939,32,Churned,Travel_Rarely,1089,Research & Development,7,College,Life Sciences,1,1309,Excellent,Male,79,Great,2,Laboratory Technician,Great,Married,4883,22845,1,Y,No,18,Great,Low,80,1,10,3,Great,10,4,1,1
940,39,Churned,Travel_Rarely,360,Research & Development,23,Bachelor's degree,Medical,1,1310,Great,Male,93,Great,1,Research Scientist,Low,Single,3904,22154,0,Y,No,13,Great,Low,80,0,6,2,Great,5,2,0,3
941,30,Stayed,Travel_Rarely,1138,Research & Development,6,Bachelor's degree,Technical Degree,1,1311,Low,Female,48,Good,2,Laboratory Technician,Excellent,Married,4627,23631,0,Y,No,12,Great,Low,80,1,10,6,Great,9,2,6,7
942,36,Stayed,Travel_Rarely,325,Research & Development,10,Master's degree,Technical Degree,1,1312,Excellent,Female,63,Great,3,Healthcare Representative,Great,Married,7094,5747,3,Y,No,12,Great,Low,80,0,10,0,Great,7,7,1,7
943,46,Stayed,Travel_Rarely,991,Human Resources,1,College,Life Sciences,1,1314,Excellent,Female,44,Great,1,Human Resources,Low,Single,3423,22957,6,Y,No,12,Great,Great,80,0,10,3,Excellent,7,6,5,7
944,28,Stayed,Non-Travel,1476,Research & Development,1,Bachelor's degree,Life Sciences,1,1315,Great,Female,55,Low,2,Laboratory Technician,Excellent,Married,6674,16392,0,Y,No,11,Great,Low,80,3,10,6,Great,9,8,7,5
945,50,Stayed,Travel_Rarely,1322,Research & Development,28,Bachelor's degree,Life Sciences,1,1317,Excellent,Female,43,Great,4,Research Director,Low,Married,16880,22422,4,Y,Yes,11,Great,Good,80,0,25,2,Great,3,2,1,2
946,40,Churned,Travel_Rarely,299,Sales,25,Master's degree,Marketing,1,1318,Excellent,Male,57,Good,3,Sales Executive,Good,Single,9094,17235,2,Y,Yes,12,Great,Great,80,0,9,2,Great,5,4,1,0
947,52,Churned,Travel_Rarely,1030,Sales,5,Bachelor's degree,Life Sciences,1,1319,Good,Male,64,Great,3,Sales Executive,Good,Single,8446,21534,9,Y,Yes,19,Great,Great,80,0,10,2,Good,8,7,7,7
948,30,Stayed,Travel_Rarely,634,Research & Development,17,Master's degree,Medical,1,1321,Good,Female,95,Great,3,Manager,Low,Married,11916,25927,1,Y,Yes,23,Excellent,Excellent,80,2,9,2,Great,9,1,0,8
949,39,Stayed,Travel_Rarely,524,Research & Development,18,College,Life Sciences,1,1322,Low,Male,32,Great,2,Manufacturing Director,Great,Single,4534,13352,0,Y,No,11,Great,Low,80,0,9,6,Great,8,7,1,7
950,31,Stayed,Non-Travel,587,Sales,2,Master's degree,Life Sciences,1,1324,Excellent,Female,57,Great,3,Sales Executive,Great,Divorced,9852,8935,1,Y,Yes,19,Great,Low,80,1,10,5,Good,10,8,9,6
951,41,Stayed,Non-Travel,256,Sales,10,College,Medical,1,1329,Great,Male,40,Low,2,Sales Executive,Good,Single,6151,22074,1,Y,No,13,Great,Low,80,0,19,4,Great,19,2,11,9
952,31,Churned,Travel_Frequently,1060,Sales,1,Bachelor's degree,Life Sciences,1,1331,Excellent,Female,54,Great,1,Sales Representative,Good,Single,2302,8319,1,Y,Yes,11,Great,Low,80,0,3,2,Excellent,3,2,2,2
953,44,Churned,Travel_Rarely,935,Research & Development,3,Bachelor's degree,Life Sciences,1,1333,Low,Male,89,Great,1,Laboratory Technician,Low,Married,2362,14669,4,Y,No,12,Great,Great,80,0,10,4,Excellent,3,2,1,2
954,42,Stayed,Non-Travel,495,Research & Development,2,Below College,Life Sciences,1,1334,Great,Male,37,Great,4,Manager,Great,Married,17861,26582,0,Y,Yes,13,Great,Excellent,80,0,21,3,Good,20,8,2,10
955,55,Stayed,Travel_Rarely,282,Research & Development,2,College,Medical,1,1336,Excellent,Female,58,Low,5,Manager,Great,Married,19187,6992,4,Y,No,14,Great,Excellent,80,1,23,5,Great,19,9,9,11
956,56,Stayed,Travel_Rarely,206,Human Resources,8,Master's degree,Life Sciences,1,1338,Excellent,Male,99,Great,5,Manager,Good,Single,19717,4022,6,Y,No,14,Great,Low,80,0,36,4,Great,7,3,7,7
957,40,Stayed,Non-Travel,458,Research & Development,16,College,Life Sciences,1,1340,Great,Male,74,Great,1,Research Scientist,Great,Divorced,3544,8532,9,Y,No,16,Great,Good,80,1,6,0,Great,4,2,0,0
958,34,Stayed,Travel_Rarely,943,Research & Development,9,Bachelor's degree,Life Sciences,1,1344,Excellent,Male,86,Great,3,Healthcare Representative,Excellent,Divorced,8500,5494,0,Y,No,11,Great,Excellent,80,1,10,0,Good,9,7,1,6
959,40,Stayed,Travel_Rarely,523,Research & Development,2,Bachelor's degree,Life Sciences,1,1346,Great,Male,98,Great,2,Research Scientist,Excellent,Single,4661,22455,1,Y,No,13,Great,Great,80,0,9,4,Great,9,8,8,8
960,41,Stayed,Travel_Frequently,1018,Sales,1,Bachelor's degree,Marketing,1,1349,Great,Female,66,Great,2,Sales Executive,Low,Divorced,4103,4297,0,Y,No,17,Great,Excellent,80,1,10,2,Great,9,3,1,7
961,35,Stayed,Travel_Frequently,482,Research & Development,4,Master's degree,Life Sciences,1,1350,Great,Male,87,Great,2,Research Scientist,Great,Single,4249,2690,1,Y,Yes,11,Great,Good,80,0,9,3,Great,9,6,1,1
962,51,Stayed,Travel_Rarely,770,Human Resources,5,Bachelor's degree,Life Sciences,1,1352,Great,Male,84,Great,4,Manager,Good,Divorced,14026,17588,1,Y,Yes,11,Great,Good,80,1,33,2,Great,33,9,0,10
963,38,Stayed,Travel_Rarely,1009,Sales,2,College,Life Sciences,1,1355,Good,Female,31,Great,2,Sales Executive,Low,Divorced,6893,19461,3,Y,No,15,Great,Excellent,80,1,11,3,Great,7,7,1,7
964,34,Stayed,Travel_Rarely,507,Sales,15,College,Medical,1,1356,Great,Female,66,Great,2,Sales Executive,Low,Single,6125,23553,1,Y,No,12,Great,Excellent,80,0,10,6,Excellent,10,8,9,6
965,25,Stayed,Travel_Rarely,882,Research & Development,19,Below College,Medical,1,1358,Excellent,Male,67,Great,1,Laboratory Technician,Excellent,Married,3669,9075,3,Y,No,11,Great,Great,80,3,7,6,Good,3,2,1,2
966,58,Churned,Travel_Rarely,601,Research & Development,7,Master's degree,Medical,1,1360,Great,Female,53,Good,3,Manufacturing Director,Low,Married,10008,12023,7,Y,Yes,14,Great,Excellent,80,0,31,0,Good,10,9,5,9
967,40,Stayed,Travel_Rarely,329,Research & Development,1,Master's degree,Life Sciences,1,1361,Good,Male,88,Great,1,Laboratory Technician,Good,Married,2387,6762,3,Y,No,22,Excellent,Great,80,1,7,3,Great,4,2,0,3
968,36,Stayed,Travel_Frequently,607,Sales,7,Bachelor's degree,Marketing,1,1362,Low,Female,83,Excellent,2,Sales Executive,Low,Married,4639,2261,2,Y,No,16,Great,Excellent,80,1,17,2,Good,15,7,6,13
969,48,Stayed,Travel_Rarely,855,Research & Development,4,Bachelor's degree,Life Sciences,1,1363,Excellent,Male,54,Great,3,Manufacturing Director,Excellent,Single,7898,18706,1,Y,No,11,Great,Great,80,0,11,2,Great,10,9,0,8
970,27,Stayed,Travel_Rarely,1291,Sales,11,Bachelor's degree,Medical,1,1364,Great,Female,98,Excellent,1,Sales Representative,Excellent,Married,2534,6527,8,Y,No,14,Great,Good,80,1,5,4,Great,1,0,0,0
971,51,Stayed,Travel_Rarely,1405,Research & Development,11,College,Technical Degree,1,1367,Excellent,Female,82,Good,4,Manufacturing Director,Good,Single,13142,24439,3,Y,No,16,Great,Good,80,0,29,1,Good,5,2,0,3
972,18,Stayed,Non-Travel,1124,Research & Development,1,Bachelor's degree,Life Sciences,1,1368,Excellent,Female,97,Great,1,Laboratory Technician,Excellent,Single,1611,19305,1,Y,No,15,Great,Great,80,0,0,5,Excellent,0,0,0,0
973,35,Stayed,Travel_Rarely,817,Research & Development,1,Bachelor's degree,Medical,1,1369,Excellent,Female,60,Good,2,Laboratory Technician,Excellent,Married,5363,10846,0,Y,No,12,Great,Good,80,1,10,0,Great,9,7,0,0
974,27,Stayed,Travel_Frequently,793,Sales,2,Below College,Life Sciences,1,1371,Excellent,Male,43,Low,2,Sales Executive,Excellent,Single,5071,20392,3,Y,No,20,Excellent,Good,80,0,8,3,Great,6,2,0,0
975,55,Churned,Travel_Rarely,267,Sales,13,Master's degree,Marketing,1,1372,Low,Male,85,Excellent,4,Sales Executive,Great,Single,13695,9277,6,Y,Yes,17,Great,Great,80,0,24,2,Good,19,7,3,8
976,56,Stayed,Travel_Rarely,1369,Research & Development,23,Bachelor's degree,Life Sciences,1,1373,Excellent,Male,68,Great,4,Manufacturing Director,Good,Married,13402,18235,4,Y,Yes,12,Great,Low,80,1,33,0,Great,19,16,15,9
977,34,Stayed,Non-Travel,999,Research & Development,26,Below College,Technical Degree,1,1374,Low,Female,92,Good,1,Research Scientist,Great,Divorced,2029,15891,1,Y,No,20,Excellent,Great,80,3,5,2,Great,5,4,0,0
978,40,Stayed,Travel_Rarely,1202,Research & Development,2,Below College,Medical,1,1375,Good,Female,89,Excellent,2,Healthcare Representative,Great,Divorced,6377,13888,5,Y,No,20,Excellent,Good,80,3,15,0,Great,12,11,11,8
