,Age,Attrition,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobSatisfaction,MonthlyIncome,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,WorkLifeBalance,YearsAtCompany,raise_category
1373,38,Stayed,8,Bachelor's degree,Medical,Excellent,Female,Good,Good,2133,16,Great,Great,80,Great,20,15-20%
1374,58,Stayed,21,Bachelor's degree,Life Sciences,Excellent,Female,Great,Excellent,17875,13,Great,Great,80,Good,1,10-15%
1375,32,Churned,5,College,Life Sciences,Low,Female,Excellent,Great,2432,14,Great,Low,80,Great,4,10-15%
1376,38,Stayed,9,College,Life Sciences,Good,Male,Great,Excellent,4771,19,Great,Excellent,80,Excellent,5,15-20%
1377,49,Stayed,2,Below College,Life Sciences,Good,Male,Great,Excellent,19161,15,Great,Excellent,80,Great,5,10-15%
1378,42,Stayed,12,Master's degree,Marketing,Good,Male,Great,Excellent,5087,12,Great,Great,80,Great,0,10-15%
1379,27,Churned,22,Bachelor's degree,Human Resources,Low,Female,Good,Good,2863,12,Great,Low,80,Great,1,10-15%
1380,35,Stayed,18,Master's degree,Medical,Good,Male,Great,Low,5561,16,Great,Excellent,80,Low,5,15-20%
1381,28,Stayed,16,Bachelor's degree,Medical,Great,Male,Great,Great,2144,14,Great,Great,80,Good,5,10-15%
1382,31,Stayed,3,College,Medical,Great,Male,Great,Low,3065,13,Great,Excellent,80,Excellent,4,10-15%
1383,36,Stayed,9,Master's degree,Life Sciences,Low,Male,Excellent,Good,2810,22,Excellent,Good,80,Great,5,20-25%
1384,34,Stayed,1,Bachelor's degree,Marketing,Low,Male,Great,Excellent,9888,21,Excellent,Low,80,Good,14,20-25%
1385,34,Stayed,13,Master's degree,Medical,Excellent,Male,Great,Great,8628,18,Great,Great,80,Good,8,15-20%
1386,26,Stayed,1,Bachelor's degree,Medical,Great,Male,Great,Low,2867,13,Great,Excellent,80,Good,7,10-15%
1387,29,Stayed,1,Bachelor's degree,Life Sciences,Low,Male,Great,Low,5373,12,Great,Low,80,Good,5,10-15%
1388,32,Stayed,15,Master's degree,Medical,Great,Female,Great,Excellent,6667,18,Great,Good,80,Great,5,15-20%
1389,31,Stayed,1,Bachelor's degree,Life Sciences,Excellent,Male,Low,Low,5003,21,Excellent,Good,80,Great,10,20-25%
1390,28,Churned,17,Bachelor's degree,Technical Degree,Great,Male,Good,Excellent,2367,12,Great,Low,80,Good,4,10-15%
1391,38,Stayed,1,Bachelor's degree,Life Sciences,Low,Male,Good,Low,2858,14,Great,Low,80,Good,1,10-15%
1392,35,Stayed,7,Master's degree,Life Sciences,Great,Female,Great,Excellent,5204,11,Great,Excellent,80,Great,10,10-15%
1393,27,Stayed,9,Bachelor's degree,Marketing,Excellent,Male,Great,Excellent,4105,14,Great,Low,80,Great,7,10-15%
1394,32,Stayed,5,Master's degree,Life Sciences,Excellent,Male,Good,Excellent,9679,24,Excellent,Good,80,Great,1,20-25%
1395,31,Churned,26,Master's degree,Marketing,Low,Male,Great,Excellent,5617,11,Great,Great,80,Great,10,10-15%
1396,53,Churned,24,Master's degree,Life Sciences,Low,Male,Great,Low,10448,13,Great,Good,80,Good,2,10-15%
1397,54,Stayed,9,College,Life Sciences,Low,Female,Great,Great,2897,11,Great,Great,80,Good,4,10-15%
1398,33,Stayed,7,College,Life Sciences,Excellent,Male,Great,Great,5968,20,Excellent,Great,80,Great,9,15-20%
1399,43,Stayed,11,Bachelor's degree,Life Sciences,Low,Male,Great,Great,7510,17,Great,Good,80,Great,10,15-20%
1400,38,Stayed,1,Master's degree,Other,Excellent,Male,Great,Good,2991,11,Great,Good,80,Great,6,10-15%
1401,55,Stayed,26,Master's degree,Human Resources,Great,Male,Excellent,Good,19636,18,Great,Low,80,Great,10,15-20%
1402,31,Stayed,2,Below College,Medical,Excellent,Female,Low,Excellent,1129,11,Great,Great,80,Great,1,10-15%
1403,39,Stayed,15,Master's degree,Marketing,Good,Male,Great,Low,13341,12,Great,Low,80,Great,20,10-15%
1404,42,Stayed,23,College,Life Sciences,Excellent,Male,Good,Great,4332,12,Great,Excellent,80,Great,20,10-15%
1405,31,Stayed,10,Bachelor's degree,Medical,Great,Female,Great,Great,11031,20,Excellent,Great,80,Excellent,11,15-20%
1406,54,Stayed,10,Bachelor's degree,Medical,Great,Female,Great,Low,4440,19,Great,Excellent,80,Great,5,15-20%
1407,24,Stayed,1,College,Life Sciences,Good,Male,Good,Great,4617,12,Great,Good,80,Good,4,10-15%
1408,23,Stayed,12,College,Other,Excellent,Male,Great,Excellent,2647,13,Great,Great,80,Excellent,5,10-15%
1409,40,Stayed,11,Bachelor's degree,Technical Degree,Excellent,Female,Great,Great,6323,11,Great,Low,80,Excellent,10,10-15%
1410,40,Stayed,2,College,Marketing,Good,Female,Great,Good,5677,14,Great,Great,80,Great,11,10-15%
1411,25,Stayed,2,Bachelor's degree,Human Resources,Great,Female,Great,Good,2187,14,Great,Great,80,Great,2,10-15%
1412,30,Stayed,1,College,Medical,Excellent,Male,Great,Good,3748,13,Great,Great,80,Good,12,10-15%
1413,25,Stayed,2,Below College,Other,Excellent,Male,Great,Great,3977,19,Great,Great,80,Good,2,15-20%
1414,47,Stayed,25,Bachelor's degree,Medical,Low,Male,Great,Great,8633,23,Excellent,Good,80,Great,17,20-25%
1415,33,Stayed,1,College,Medical,Good,Male,Good,Great,2008,12,Great,Great,80,Good,1,10-15%
1416,38,Stayed,1,Master's degree,Life Sciences,Excellent,Male,Great,Good,4440,15,Great,Low,80,Great,15,10-15%
1417,31,Stayed,2,College,Life Sciences,Low,Male,Great,Great,3067,19,Great,Great,80,Great,2,15-20%
1418,38,Stayed,6,Master's degree,Life Sciences,Low,Male,Good,Great,5321,11,Great,Excellent,80,Great,8,10-15%
1419,42,Stayed,18,Master's degree,Life Sciences,Excellent,Male,Great,Low,5410,17,Great,Great,80,Good,4,15-20%
1420,41,Stayed,1,Bachelor's degree,Life Sciences,Excellent,Male,Great,Excellent,2782,22,Excellent,Low,80,Great,5,20-25%
1421,47,Stayed,1,Below College,Medical,Great,Female,Great,Good,11957,18,Great,Low,80,Low,13,15-20%
1422,35,Stayed,11,Master's degree,Medical,Excellent,Male,Great,Great,2660,11,Great,Great,80,Great,2,10-15%
1423,22,Stayed,1,College,Life Sciences,Excellent,Male,Great,Great,3375,12,Great,Excellent,80,Excellent,3,10-15%
1424,35,Stayed,9,Master's degree,Medical,Good,Male,Great,Great,5098,19,Great,Good,80,Great,10,15-20%
1425,33,Stayed,15,College,Medical,Good,Female,Great,Excellent,4878,13,Great,Low,80,Great,9,10-15%
1426,32,Stayed,29,Master's degree,Life Sciences,Great,Female,Good,Good,2837,13,Great,Great,80,Great,6,10-15%
1427,40,Stayed,1,Master's degree,Life Sciences,Low,Male,Great,Excellent,2406,19,Great,Great,80,Good,1,15-20%
1428,32,Stayed,1,Master's degree,Medical,Good,Male,Good,Good,2269,14,Great,Good,80,Great,2,10-15%
1429,39,Stayed,24,Below College,Life Sciences,Low,Male,Great,Excellent,4108,13,Great,Low,80,Great,7,10-15%
1430,38,Stayed,10,Bachelor's degree,Medical,Good,Female,Low,Great,13206,12,Great,Low,80,Great,18,10-15%
1431,32,Stayed,1,Master's degree,Marketing,Great,Female,Great,Excellent,10422,19,Great,Great,80,Great,14,15-20%
1432,37,Stayed,10,Bachelor's degree,Life Sciences,Great,Female,Excellent,Excellent,13744,25,Excellent,Low,80,Great,16,20-25%
1433,25,Stayed,8,College,Other,Low,Female,Great,Great,4907,22,Excellent,Good,80,Good,5,20-25%
1434,52,Stayed,29,Master's degree,Life Sciences,Low,Male,Great,Excellent,3482,15,Great,Good,80,Good,9,10-15%
1435,44,Stayed,1,Bachelor's degree,Medical,Good,Male,Great,Excellent,2436,12,Great,Great,80,Great,4,10-15%
1436,21,Stayed,5,Below College,Medical,Great,Male,Great,Low,2380,11,Great,Excellent,80,Great,2,10-15%
1437,39,Stayed,9,Bachelor's degree,Life Sciences,Excellent,Male,Great,Excellent,19431,13,Great,Great,80,Good,6,10-15%
1438,23,Churned,9,Bachelor's degree,Marketing,Excellent,Male,Great,Low,1790,19,Great,Low,80,Good,1,15-20%
1439,36,Stayed,3,Bachelor's degree,Medical,Low,Female,Good,Excellent,7644,19,Great,Great,80,Great,9,15-20%
1440,36,Stayed,4,College,Life Sciences,Excellent,Female,Great,Good,5131,13,Great,Good,80,Great,4,10-15%
1441,56,Stayed,1,Master's degree,Life Sciences,Great,Male,Great,Great,6306,21,Excellent,Low,80,Good,13,20-25%
1442,29,Churned,1,Master's degree,Medical,Low,Male,Great,Excellent,4787,14,Great,Good,80,Excellent,2,10-15%
1443,42,Stayed,2,Bachelor's degree,Life Sciences,Low,Male,Great,Great,18880,11,Great,Low,80,Good,22,10-15%
1444,56,Churned,7,College,Technical Degree,Excellent,Male,Great,Great,2339,11,Great,Excellent,80,Low,10,10-15%
1445,41,Stayed,28,Master's degree,Life Sciences,Low,Female,Good,Good,13570,23,Excellent,Great,80,Great,20,20-25%
1446,34,Stayed,28,Bachelor's degree,Marketing,Excellent,Female,Good,Great,6712,21,Excellent,Excellent,80,Great,8,20-25%
1447,36,Stayed,15,Master's degree,Marketing,Excellent,Male,Low,Excellent,5406,24,Excellent,Low,80,Good,15,20-25%
1448,41,Stayed,3,Bachelor's degree,Life Sciences,Great,Male,Good,Good,8938,11,Great,Great,80,Great,5,10-15%
1449,32,Stayed,2,Bachelor's degree,Technical Degree,Excellent,Male,Great,Low,2439,14,Great,Excellent,80,Great,4,10-15%
1450,35,Stayed,26,Master's degree,Life Sciences,Great,Female,Great,Excellent,8837,16,Great,Great,80,Great,9,15-20%
1451,38,Stayed,10,College,Life Sciences,Low,Female,Great,Excellent,5343,11,Great,Great,80,Great,10,10-15%
1452,50,Churned,1,Master's degree,Life Sciences,Good,Male,Great,Great,6728,12,Great,Excellent,80,Great,6,10-15%
1453,36,Stayed,11,Master's degree,Marketing,Good,Female,Good,Excellent,6652,13,Great,Low,80,Good,6,10-15%
1454,45,Stayed,20,Bachelor's degree,Life Sciences,Excellent,Female,Great,Great,4850,15,Great,Great,80,Great,5,10-15%
1455,40,Stayed,2,Master's degree,Life Sciences,Great,Male,Good,Great,2809,14,Great,Excellent,80,Great,2,10-15%
1456,35,Stayed,18,Master's degree,Life Sciences,Great,Male,Great,Great,5689,14,Great,Excellent,80,Excellent,10,10-15%
1457,40,Stayed,2,Master's degree,Medical,Great,Female,Great,Great,2001,14,Great,Good,80,Great,5,10-15%
1458,35,Stayed,1,Master's degree,Life Sciences,Great,Female,Low,Excellent,2977,12,Great,Excellent,80,Great,4,10-15%
1459,29,Stayed,13,College,Other,Excellent,Male,Good,Good,4025,13,Great,Low,80,Great,4,10-15%
1460,29,Stayed,28,Master's degree,Medical,Excellent,Female,Good,Low,3785,14,Great,Good,80,Low,5,10-15%
1461,50,Churned,28,Bachelor's degree,Marketing,Excellent,Male,Good,Low,10854,13,Great,Good,80,Great,3,10-15%
1462,39,Stayed,24,Below College,Marketing,Good,Female,Good,Excellent,12031,11,Great,Low,80,Good,20,10-15%
1463,31,Stayed,5,Bachelor's degree,Medical,Good,Male,Great,Low,9936,19,Great,Good,80,Great,9,15-20%
1464,26,Stayed,5,Bachelor's degree,Other,Excellent,Female,Good,Great,2966,18,Great,Excellent,80,Great,4,15-20%
1465,36,Stayed,23,College,Medical,Great,Male,Excellent,Excellent,2571,17,Great,Great,80,Great,5,15-20%
1466,39,Stayed,6,Below College,Medical,Excellent,Male,Good,Low,9991,15,Great,Low,80,Great,7,10-15%
1467,27,Stayed,4,Bachelor's degree,Life Sciences,Good,Male,Excellent,Good,6142,20,Excellent,Good,80,Great,6,15-20%
1468,49,Stayed,2,Bachelor's degree,Medical,Excellent,Male,Good,Good,5390,14,Great,Excellent,80,Good,9,10-15%
1469,34,Stayed,8,Bachelor's degree,Medical,Good,Male,Excellent,Great,4404,12,Great,Low,80,Excellent,4,10-15%
